gene	mean	median	longest_isoform	merged
ENSG00000237542.1	513	513	513	513
ENSG00000233134.1	344	344	344	344
ENSG00000241221.2	293	293	293	293
ENSG00000227454.2	899	899	899	899
ENSG00000233311.1	712	712	712	712
ENSG00000138439.12	5982	5982	5982	5982
ENSG00000163596.17	4553	5173	8151	8872
ENSG00000240761.2	641	641	641	641
ENSG00000233579.1	1451	1451	1451	1451
ENSG00000138442.11	8344	8344	8621	8621
ENSG00000138380.18	4077	2854	7974	9789
ENSG00000232479.2	1296	1296	1296	1296
ENSG00000270664.1	210	210	210	210
ENSG00000144426.19	11751	10938	16349	16349
ENSG00000232994.1	741	741	741	741
ENSG00000202059.1	134	134	134	134
ENSG00000228513.1	1090	1090	1090	1090
ENSG00000225124.1	458	458	458	458
ENSG00000204196.5	498	498	498	498
ENSG00000289294.2	2035	2035	2035	2035
ENSG00000119004.17	6182	6182	10552	10612
ENSG00000264041.2	294	294	294	294
ENSG00000238285.1	482	482	482	482
ENSG00000138443.17	6954	4601	22039	22240
ENSG00000256458.1	427	427	427	427
ENSG00000173166.18	3286	2533	9699	11482
ENSG00000233459.1	1440	1440	1440	1440
ENSG00000233031.1	249	249	249	249
ENSG00000178562.18	3317	4526	4721	4885
ENSG00000224791.1	1299	1299	1299	1299
ENSG00000213925.3	872	872	872	872
ENSG00000206970.1	107	107	107	107
ENSG00000163599.18	1188	1168	2039	2186
ENSG00000163600.13	2579	2579	2630	2630
ENSG00000235951.1	970	970	970	970
ENSG00000234714.1	570	570	570	570
ENSG00000237271.2	810	810	810	810
ENSG00000236681.1	523	523	523	523
ENSG00000225304.1	698	698	698	698
ENSG00000236634.1	588	588	588	588
ENSG00000237843.2	838	838	838	838
ENSG00000116117.19	4662	3421	8492	8492
ENSG00000287524.1	1548	1548	1548	1548
ENSG00000223890.1	200	200	200	200
ENSG00000118257.17	4616	4638	6662	10277
ENSG00000225216.6	553	553	553	553
ENSG00000201875.1	329	329	329	329
ENSG00000213739.3	502	502	502	502
ENSG00000225610.1	781	781	781	781
ENSG00000114933.16	14128	14128	14128	14128
ENSG00000252485.1	95	95	95	95
ENSG00000207386.1	105	105	105	105
ENSG00000237041.1	414	414	414	414
ENSG00000227946.3	617	617	752	1034
ENSG00000023228.14	3809	2394	11660	11824
ENSG00000231955.1	1411	1411	1411	1411
ENSG00000237580.1	391	391	391	391
ENSG00000114942.14	844	844	880	908
ENSG00000277502.1	182	182	182	182
ENSG00000281780.1	89	89	89	89
ENSG00000207047.2	80	80	80	80
ENSG00000207406.1	132	132	132	132
ENSG00000183671.13	1959	2025	2295	2546
ENSG00000279220.4	2624	2624	2624	2624
ENSG00000222496.1	320	320	320	320
ENSG00000159186.4	636	636	636	636
ENSG00000224070.1	291	291	291	291
ENSG00000252716.1	149	149	149	149
ENSG00000204186.10	8592	9890	10303	10554
ENSG00000180105.11	823	823	823	823
ENSG00000234491.1	947	947	947	947
ENSG00000114948.13	4524	4524	6334	6425
ENSG00000228577.1	440	440	440	440
ENSG00000231653.1	566	566	566	566
ENSG00000235118.9	1223	1223	1223	1223
ENSG00000232125.5	2051	2051	2051	2051
ENSG00000213083.3	846	846	846	846
ENSG00000207319.1	121	121	121	121
ENSG00000138400.13	1962	1795	2334	2334
ENSG00000118246.14	4081	3188	6712	6976
ENSG00000283469.1	75	75	75	75
ENSG00000263468.1	75	75	75	75
ENSG00000229321.2	2557	2557	3875	5115
ENSG00000260171.1	1105	1105	1105	1105
ENSG00000144410.5	1245	1245	1245	1245
ENSG00000118263.16	3599	3037	8365	8704
ENSG00000253008.2	87	87	87	87
ENSG00000237892.1	655	655	655	655
ENSG00000229647.3	1606	1606	2239	2792
ENSG00000277590.1	99	99	99	99
ENSG00000224342.1	554	554	554	554
ENSG00000234902.6	689	689	823	1095
ENSG00000286568.1	1555	1555	1555	1555
ENSG00000225916.1	551	551	551	551
ENSG00000240440.1	361	361	361	361
ENSG00000223725.6	640	640	741	1280
ENSG00000225064.1	523	523	523	523
ENSG00000221628.1	150	150	150	150
ENSG00000118260.15	6583	7650	10095	10362
ENSG00000144401.14	1143	1077	1770	3746
ENSG00000223433.1	171	171	171	171
ENSG00000224137.2	794	794	801	1442
ENSG00000199251.1	107	107	107	107
ENSG00000213082.3	444	444	444	444
ENSG00000200764.1	100	100	100	100
ENSG00000163249.13	2334	2285	3813	4396
ENSG00000272851.1	564	564	564	564
ENSG00000284079.1	75	75	75	75
ENSG00000163251.4	7039	7039	7039	7039
ENSG00000178385.15	6731	6731	9774	11085
ENSG00000225111.3	492	492	492	492
ENSG00000212246.1	104	104	104	104
ENSG00000185078.3	571	571	571	571
ENSG00000251941.1	98	98	98	98
ENSG00000224839.1	498	498	498	498
ENSG00000289422.2	665	665	665	665
ENSG00000290929.1	621	621	621	621
ENSG00000229150.3	528	528	528	528
ENSG00000118231.5	642	642	642	642
ENSG00000163254.5	627	627	627	627
ENSG00000224529.1	1078	1078	1078	1078
ENSG00000182187.4	631	631	631	631
ENSG00000168582.5	622	622	622	622
ENSG00000188674.11	965	979	1195	1195
ENSG00000233869.1	850	850	850	850
ENSG00000228111.1	503	503	503	503
ENSG00000138413.14	2352	2318	2441	2726
ENSG00000231908.2	497	497	497	497
ENSG00000115020.17	3871	1968	9908	10477
ENSG00000228380.1	615	615	615	615
ENSG00000144407.10	2612	2612	2752	3276
ENSG00000213081.3	739	739	739	739
ENSG00000227430.1	389	389	389	389
ENSG00000231896.1	520	520	520	520
ENSG00000232409.1	323	323	323	323
ENSG00000287662.1	878	878	878	878
ENSG00000202164.1	118	118	118	118
ENSG00000235864.1	1552	1552	1552	1552
ENSG00000232799.1	633	633	633	633
ENSG00000240286.1	327	327	327	327
ENSG00000229670.2	2158	2158	2158	2158
ENSG00000289113.1	685	685	685	685
ENSG00000286249.1	1199	1199	1199	1199
ENSG00000078018.22	6313	5472	9778	10284
ENSG00000222317.1	109	109	109	109
ENSG00000144406.19	13658	13637	13917	13927
ENSG00000237194.1	777	777	777	777
ENSG00000197713.15	1539	925	3180	3505
ENSG00000144445.17	3235	2948	4782	4988
ENSG00000272807.1	740	740	740	740
ENSG00000229127.2	2199	2199	2199	2199
ENSG00000231063.1	839	839	839	839
ENSG00000279317.4	2234	2234	3963	4089
ENSG00000115361.8	2515	2515	2515	2515
ENSG00000199203.1	112	112	112	112
ENSG00000168530.16	959	959	1049	1162
ENSG00000234281.5	684	714	864	1667
ENSG00000115365.13	4261	4547	8775	9138
ENSG00000021826.18	5435	5710	5775	6399
ENSG00000288732.2	576	576	576	576
ENSG00000280837.1	2306	2306	2306	2306
ENSG00000271074.1	799	799	799	799
ENSG00000231017.1	249	249	249	249
ENSG00000178568.15	9458	12084	12097	12181
ENSG00000199585.1	117	117	117	117
ENSG00000232631.1	651	651	651	651
ENSG00000236007.1	1491	1491	1491	1491
ENSG00000221782.1	98	98	98	98
ENSG00000273118.1	433	433	433	433
ENSG00000234308.3	1012	685	1947	2575
ENSG00000231254.2	785	785	785	785
ENSG00000223373.1	596	596	596	596
ENSG00000283637.1	80	80	80	80
ENSG00000266354.1	80	80	80	80
ENSG00000286965.1	3858	3858	3858	3858
ENSG00000030419.17	5759	6545	9562	9992
ENSG00000270659.2	1690	1690	1690	1690
ENSG00000236193.3	717	717	717	717
ENSG00000289002.2	514	514	514	514
ENSG00000272519.1	147	147	147	147
ENSG00000196096.3	1727	1727	1727	1727
ENSG00000144451.20	1735	1716	2258	4586
ENSG00000265734.1	93	93	93	93
ENSG00000197585.10	614	614	686	1103
ENSG00000213917.2	815	815	815	815
ENSG00000174453.10	4559	4559	4638	4638
ENSG00000224257.1	467	467	467	467
ENSG00000177261.8	333	333	333	333
ENSG00000138376.11	2086	1456	5478	5478
ENSG00000229267.3	2203	2203	2203	2203
ENSG00000207274.1	135	135	135	135
ENSG00000230076.1	318	318	318	318
ENSG00000144452.15	5596	7005	9298	9614
ENSG00000227769.7	906	962	1315	3364
ENSG00000286836.1	1232	1232	1232	1232
ENSG00000237571.1	404	404	404	404
ENSG00000138363.15	2123	2123	2275	2308
ENSG00000115414.21	7615	7952	8708	8996
ENSG00000230695.2	473	473	816	870
ENSG00000225166.2	957	951	1001	1546
ENSG00000228618.1	391	391	391	391
ENSG00000234938.2	503	503	503	503
ENSG00000237525.7	1531	1531	1642	2830
ENSG00000227981.2	228	228	228	228
ENSG00000235770.6	2897	2897	3690	5326
ENSG00000230838.2	2168	2168	2168	2168
ENSG00000288791.1	425	425	425	425
ENSG00000216721.3	251	251	251	251
ENSG00000227824.1	478	478	478	478
ENSG00000226276.1	379	379	379	379
ENSG00000118242.16	2883	2883	3148	3210
ENSG00000115425.14	1867	1867	1867	1867
ENSG00000163449.11	3324	3332	3460	3628
ENSG00000079246.16	3570	3570	3761	3761
ENSG00000232970.1	470	470	470	470
ENSG00000236478.2	1137	1137	1137	1137
ENSG00000279348.1	2116	2116	2116	2116
ENSG00000260804.3	3148	3148	3148	3148
ENSG00000144583.5	4903	4903	4903	4903
ENSG00000231092.1	784	784	784	784
ENSG00000233581.1	575	575	575	575
ENSG00000207303.1	102	102	102	102
ENSG00000235042.1	666	666	666	666
ENSG00000290060.1	998	998	998	998
ENSG00000138375.14	3098	3176	3244	3413
ENSG00000232485.4	790	750	1110	1858
ENSG00000241520.1	976	976	976	976
ENSG00000197756.10	902	529	2992	3874
ENSG00000224391.1	1184	1184	1184	1184
ENSG00000225794.3	743	743	743	743
ENSG00000235444.2	618	618	618	618
ENSG00000115457.10	1130	1130	1414	1543
ENSG00000115461.5	6239	6239	6239	6239
ENSG00000233143.4	2486	1966	4664	17078
ENSG00000237930.1	371	371	371	371
ENSG00000222832.1	112	112	112	112
ENSG00000234588.1	393	393	393	393
ENSG00000231597.1	583	583	583	583
ENSG00000118245.2	407	407	407	407
ENSG00000223874.2	1580	1580	1580	1580
ENSG00000237479.1	430	430	430	430
ENSG00000236295.1	3135	3135	3135	3135
ENSG00000287498.1	2879	2879	2879	2879
ENSG00000251982.1	320	320	320	320
ENSG00000278004.1	154	154	154	154
ENSG00000231672.8	2446	2582	3959	6441
ENSG00000224414.1	2869	2869	2869	2869
ENSG00000231035.1	745	745	745	745
ENSG00000079308.21	7566	8432	10680	12043
ENSG00000275458.1	116	116	116	116
ENSG00000223923.2	1245	1245	1922	2060
ENSG00000188282.13	2618	2526	2977	2987
ENSG00000291236.1	2528	2528	2528	2528
ENSG00000229754.3	1074	1074	1074	1074
ENSG00000180871.8	2853	2853	2853	2853
ENSG00000163464.8	2459	2459	2459	2459
ENSG00000224159.1	646	646	646	646
ENSG00000163466.16	1507	1507	1605	1626
ENSG00000261338.2	2048	2048	2048	2048
ENSG00000179921.15	1680	1667	2003	2694
ENSG00000127837.10	1775	1761	1804	2007
ENSG00000127838.15	2649	2875	3100	3751
ENSG00000135926.15	2225	2357	2936	2988
ENSG00000284173.1	64	64	64	64
ENSG00000237281.1	535	535	535	535
ENSG00000278524.1	70	70	70	70
ENSG00000230580.1	498	498	498	498
ENSG00000158428.4	1322	1322	1322	1322
ENSG00000225062.2	534	534	534	534
ENSG00000288819.2	745	745	745	745
ENSG00000018280.17	3608	3608	3608	3608
ENSG00000144579.8	1817	1817	2525	2667
ENSG00000273361.1	477	477	477	477
ENSG00000199121.4	77	77	77	77
ENSG00000127831.11	3307	1968	6500	6841
ENSG00000135913.11	4536	4516	8022	8592
ENSG00000222714.1	309	309	309	309
ENSG00000144580.14	2456	2440	3820	4490
ENSG00000207393.1	107	107	107	107
ENSG00000115556.14	3018	3092	3225	3403
ENSG00000115568.16	8599	8599	11290	11290
ENSG00000074582.15	1585	1525	2015	2105
ENSG00000163481.8	1477	1477	1477	1477
ENSG00000163482.12	4805	4821	4873	4960
ENSG00000135912.11	4357	4350	5007	5012
ENSG00000135929.9	1895	1895	1895	1895
ENSG00000286154.1	916	916	916	916
ENSG00000272555.1	455	455	455	455
ENSG00000115592.13	2305	2305	2388	2991
ENSG00000283639.1	65	65	65	65
ENSG00000232625.1	467	467	467	467
ENSG00000115596.4	1719	1719	1719	1719
ENSG00000135925.9	2055	2055	2055	2055
ENSG00000228135.1	1011	1011	1011	1011
ENSG00000288898.1	657	657	657	657
ENSG00000200029.1	104	104	104	104
ENSG00000235024.1	553	553	553	553
ENSG00000224928.2	650	650	650	650
ENSG00000171450.6	2490	2490	2490	2490
ENSG00000236445.5	2536	2536	2818	3948
ENSG00000163497.3	1406	1406	1406	1406
ENSG00000163499.12	805	805	902	903
ENSG00000198973.4	64	64	64	64
ENSG00000224090.1	1992	1992	1992	1992
ENSG00000181378.14	3828	3092	5946	9165
ENSG00000163501.7	2473	2473	2473	2473
ENSG00000264755.1	63	63	63	63
ENSG00000286606.1	1263	1263	1263	1263
ENSG00000187736.14	3844	2701	8020	8082
ENSG00000280537.2	2745	2745	2745	2745
ENSG00000240317.3	286	286	286	286
ENSG00000213901.11	2135	2048	2322	2412
ENSG00000115649.16	2046	2046	2073	2428
ENSG00000144567.11	4556	4556	4556	4556
ENSG00000290093.1	463	463	463	463
ENSG00000158552.13	1170	1114	2021	2253
ENSG00000287529.1	989	989	989	989
ENSG00000115657.14	2929	2929	2980	3016
ENSG00000284820.1	5245	5245	5245	5245
ENSG00000198925.12	3526	3784	4025	4210
ENSG00000163516.14	2393	2486	2540	2617
ENSG00000163521.16	2447	2574	2725	2759
ENSG00000115661.14	1888	1493	3118	3281
ENSG00000127824.15	2274	2274	2499	2563
ENSG00000243910.8	1389	1389	1389	1389
ENSG00000135924.17	2509	2509	3072	3097
ENSG00000054356.14	3515	3612	3622	3812
ENSG00000207647.1	90	90	90	90
ENSG00000230432.1	311	311	311	311
ENSG00000182698.12	711	711	797	839
ENSG00000232789.1	114	114	114	114
ENSG00000123992.20	2368	2035	3825	4240
ENSG00000229525.1	1598	1598	1598	1598
ENSG00000175084.13	2243	2243	2243	2243
ENSG00000234638.1	224	224	224	224
ENSG00000280323.1	1843	1843	1843	1843
ENSG00000072195.15	3595	1457	10782	11974
ENSG00000227432.1	519	519	519	519
ENSG00000286143.1	1085	1085	1085	1085
ENSG00000286095.3	902	902	902	902
ENSG00000268603.2	1096	1096	1096	1096
ENSG00000144591.20	1399	1511	1823	2002
ENSG00000072182.14	2616	2589	2727	2727
ENSG00000123989.15	2262	2488	3028	3369
ENSG00000188760.11	2303	2303	2393	2562
ENSG00000268896.1	448	448	448	448
ENSG00000265252.1	75	75	75	75
ENSG00000124006.15	4539	5503	6105	7246
ENSG00000269068.1	544	544	544	544
ENSG00000123999.5	1351	1351	1351	1351
ENSG00000222678.1	298	298	298	298
ENSG00000144589.22	3618	3618	3618	3618
ENSG00000228973.1	271	271	271	271
ENSG00000114923.17	4150	4142	4246	4405
ENSG00000267919.1	542	542	542	542
ENSG00000231802.1	766	766	766	766
ENSG00000227308.2	856	549	1965	2951
ENSG00000223903.1	416	416	416	416
ENSG00000228909.2	798	798	798	798
ENSG00000286199.1	677	677	677	677
ENSG00000266518.1	64	64	64	64
ENSG00000288902.2	794	794	794	794
ENSG00000225911.1	451	451	451	451
ENSG00000239498.1	754	754	754	754
ENSG00000235337.1	347	347	347	347
ENSG00000236451.3	2275	2275	2488	4020
ENSG00000224819.2	4157	4157	7517	7982
ENSG00000286272.1	1447	1447	1447	1447
ENSG00000232089.1	283	283	283	283
ENSG00000290000.1	399	399	399	399
ENSG00000286170.1	1509	1509	1509	1509
ENSG00000116106.12	4393	3454	6362	6633
ENSG00000226726.1	341	341	341	341
ENSG00000272944.1	1949	1949	1949	1949
ENSG00000230406.2	421	421	421	421
ENSG00000234446.3	1226	1226	1226	1226
ENSG00000233868.1	390	390	390	390
ENSG00000226666.1	2029	2029	2029	2029
ENSG00000226331.1	470	470	470	470
ENSG00000135903.20	1877	1580	3359	4127
ENSG00000163081.4	1699	1699	1699	1699
ENSG00000288658.2	6008	6008	6008	6008
ENSG00000237732.12	1142	1142	1142	1142
ENSG00000291155.1	960	1139	1158	2471
ENSG00000200822.1	111	111	111	111
ENSG00000163082.10	4983	4983	4983	4983
ENSG00000228670.4	727	727	727	727
ENSG00000202016.1	108	108	108	108
ENSG00000234285.1	961	961	961	961
ENSG00000116120.11	6761	6761	6761	6761
ENSG00000124003.13	1176	1176	1176	1176
ENSG00000233751.1	613	613	613	613
ENSG00000203531.3	862	862	862	862
ENSG00000235225.1	378	378	378	378
ENSG00000123983.15	5291	5484	5577	6483
ENSG00000224121.1	416	416	416	416
ENSG00000234193.1	537	537	537	537
ENSG00000278083.1	459	459	459	459
ENSG00000152049.7	2915	2915	2915	2915
ENSG00000243125.3	297	297	297	297
ENSG00000233299.1	280	280	280	280
ENSG00000231189.1	808	808	808	808
ENSG00000235610.1	787	787	787	787
ENSG00000171951.5	2434	2434	2434	2434
ENSG00000152056.18	1585	1187	3986	5476
ENSG00000226539.1	718	718	718	718
ENSG00000286239.1	3429	3429	3429	3429
ENSG00000085449.15	4607	4607	4607	4607
ENSG00000135900.4	1689	1689	1689	1689
ENSG00000228802.1	429	429	429	429
ENSG00000135919.14	2185	2227	2569	3183
ENSG00000224826.1	1874	1874	1874	1874
ENSG00000228681.1	824	824	824	824
ENSG00000124019.10	2402	2582	2594	3563
ENSG00000274629.1	775	775	775	775
ENSG00000036257.14	4799	4869	6756	7527
ENSG00000228446.2	714	714	714	714
ENSG00000283428.1	606	606	606	606
ENSG00000135905.21	7283	7286	7288	7726
ENSG00000263828.1	80	80	80	80
ENSG00000144460.13	6888	6888	8316	10799
ENSG00000289265.1	1668	1668	1668	1668
ENSG00000279015.1	554	554	554	554
ENSG00000230621.1	217	217	217	217
ENSG00000235070.3	1134	1134	1134	1134
ENSG00000263363.1	84	84	84	84
ENSG00000169047.6	9771	9771	9771	9771
ENSG00000272622.2	3296	3296	3296	3296
ENSG00000261379.1	1026	1026	1026	1026
ENSG00000290086.1	611	611	611	611
ENSG00000144468.17	3494	4883	5061	5432
ENSG00000212391.1	134	134	134	134
ENSG00000081052.14	3657	632	9984	10413
ENSG00000169031.21	8038	8038	8038	8038
ENSG00000236432.8	3864	4221	6087	13131
ENSG00000168958.21	1499	1628	2174	2208
ENSG00000168955.4	2414	2414	2414	2414
ENSG00000284629.1	267	267	267	267
ENSG00000284092.1	56	56	56	56
ENSG00000173744.18	3426	2089	8677	8753
ENSG00000285843.1	279	279	279	279
ENSG00000284643.1	363	363	363	363
ENSG00000284622.2	318	318	318	318
ENSG00000290795.1	2086	2086	2086	2086
ENSG00000284704.1	303	303	303	303
ENSG00000236116.1	540	540	540	540
ENSG00000284631.2	318	318	318	318
ENSG00000042304.14	1139	1139	1139	1139
ENSG00000284667.1	258	258	258	258
ENSG00000135917.16	2859	2790	5213	5719
ENSG00000284725.1	318	318	318	318
ENSG00000284718.1	291	291	291	291
ENSG00000284635.2	327	327	327	327
ENSG00000252346.1	101	101	101	101
ENSG00000226718.1	226	226	226	226
ENSG00000229172.1	2866	2866	2866	2866
ENSG00000115009.13	836	836	839	842
ENSG00000183514.4	562	562	562	562
ENSG00000123977.10	1683	1683	1683	1683
ENSG00000272237.1	114	114	114	114
ENSG00000153820.13	6879	6879	6954	6954
ENSG00000200281.1	107	107	107	107
ENSG00000203387.2	1096	1096	1096	1096
ENSG00000286772.1	681	681	681	681
ENSG00000232023.3	781	718	950	1609
ENSG00000228226.1	427	427	427	427
ENSG00000237322.1	463	463	463	463
ENSG00000153823.19	2132	2472	2745	2928
ENSG00000226297.1	515	515	515	515
ENSG00000253006.1	270	270	270	270
ENSG00000290097.1	1145	1145	1145	1145
ENSG00000187957.8	3257	3257	3257	3257
ENSG00000287791.1	524	524	524	524
ENSG00000238782.1	62	62	62	62
ENSG00000235993.1	355	355	355	355
ENSG00000153827.15	7113	6575	10129	10620
ENSG00000222344.1	108	108	108	108
ENSG00000153832.12	2614	2813	3120	3130
ENSG00000252333.1	69	69	69	69
ENSG00000231534.1	582	582	582	582
ENSG00000206725.1	107	107	107	107
ENSG00000163053.11	4315	4315	4315	4315
ENSG00000199400.1	96	96	96	96
ENSG00000225963.8	1322	777	2636	3644
ENSG00000283451.1	183	183	183	183
ENSG00000135899.20	3166	2273	6192	7562
ENSG00000079263.19	2606	2910	3244	3577
ENSG00000185404.17	2212	2397	2656	4244
ENSG00000279964.1	1830	1830	1830	1830
ENSG00000067066.17	2736	2037	5414	7865
ENSG00000243650.3	286	286	286	286
ENSG00000250011.1	616	616	616	616
ENSG00000235419.5	571	571	571	571
ENSG00000183022.5	643	643	643	643
ENSG00000283202.1	315	315	315	315
ENSG00000199791.1	107	107	107	107
ENSG00000289157.1	379	379	379	379
ENSG00000226125.2	2609	2609	2609	2609
ENSG00000135932.12	2259	1626	3829	4340
ENSG00000237758.1	261	261	261	261
ENSG00000201044.1	107	107	107	107
ENSG00000270891.1	477	477	477	477
ENSG00000135916.16	1484	1888	2037	2173
ENSG00000232520.2	2633	2633	3314	3619
ENSG00000135898.10	2930	3177	3844	4145
ENSG00000230385.1	600	600	600	600
ENSG00000283164.1	504	504	504	504
ENSG00000235013.1	358	358	358	358
ENSG00000238062.6	3508	3508	3508	3508
ENSG00000173699.17	1218	1068	1629	3370
ENSG00000204128.6	3629	3629	3629	3629
ENSG00000261829.1	598	598	598	598
ENSG00000173692.14	3295	3179	3852	4802
ENSG00000135914.6	2170	2170	2170	2170
ENSG00000201574.1	169	169	169	169
ENSG00000135931.19	2511	2216	7879	8646
ENSG00000237039.1	210	210	210	210
ENSG00000263641.1	86	86	86	86
ENSG00000224376.3	597	597	728	854
ENSG00000156966.7	3539	3539	3539	3539
ENSG00000172799.5	504	504	504	504
ENSG00000230047.1	321	321	321	321
ENSG00000233538.1	568	568	568	568
ENSG00000115053.17	2622	2563	3924	4678
ENSG00000206885.1	137	137	137	137
ENSG00000207280.1	80	80	80	80
ENSG00000202400.1	70	70	70	70
ENSG00000283312.1	1592	1592	1592	1592
ENSG00000283491.1	639	639	639	639
ENSG00000223198.1	212	212	212	212
ENSG00000181798.4	1334	1334	1334	1334
ENSG00000286942.1	2015	2015	2015	2015
ENSG00000171596.7	3221	3221	3221	3221
ENSG00000231494.1	462	462	462	462
ENSG00000228884.2	464	464	464	464
ENSG00000286399.1	303	303	303	303
ENSG00000177673.4	1413	1413	1413	1413
ENSG00000239202.3	276	276	276	276
ENSG00000289018.2	1207	1207	1207	1207
ENSG00000187514.17	981	933	1215	1900
ENSG00000277986.1	123	123	123	123
ENSG00000284378.1	85	85	85	85
ENSG00000156973.14	906	906	1140	1149
ENSG00000144524.18	1689	2051	2563	2884
ENSG00000237641.1	407	407	407	407
ENSG00000261096.1	2507	2507	2507	2507
ENSG00000260622.1	497	497	497	497
ENSG00000222246.1	57	57	57	57
ENSG00000163273.4	777	777	1055	1075
ENSG00000144535.20	2871	3201	3366	6011
ENSG00000227033.1	391	391	391	391
ENSG00000207626.1	95	95	95	95
ENSG00000251485.1	788	788	788	788
ENSG00000230122.1	737	737	737	737
ENSG00000275157.1	122	122	122	122
ENSG00000163283.7	2754	2754	2754	2754
ENSG00000224516.5	418	418	481	680
ENSG00000290681.1	1295	1295	1295	1295
ENSG00000244280.2	757	757	757	757
ENSG00000163286.9	2492	2492	2492	2492
ENSG00000204121.2	1742	1742	1742	1742
ENSG00000237087.1	576	576	576	576
ENSG00000223788.4	559	559	559	559
ENSG00000163295.5	3241	3241	3241	3241
ENSG00000171551.12	2596	2596	2871	2871
ENSG00000237412.7	2233	2233	2233	2233
ENSG00000135902.10	2940	2940	2962	2963
ENSG00000196811.13	2703	2703	4009	4009
ENSG00000221944.9	6675	6675	6675	6675
ENSG00000284407.1	100	100	100	100
ENSG00000135930.15	2355	2693	3525	5547
ENSG00000237126.8	769	709	1162	3474
ENSG00000115468.13	1597	1677	1878	2408
ENSG00000244384.3	288	288	288	288
ENSG00000204120.16	3638	2236	7878	12162
ENSG00000213055.3	676	676	676	676
ENSG00000241409.1	851	851	851	851
ENSG00000115474.7	1961	1177	3609	3636
ENSG00000252452.1	102	102	102	102
ENSG00000199781.1	99	99	99	99
ENSG00000182600.10	1123	612	2788	3111
ENSG00000066248.15	2164	2286	3184	3600
ENSG00000222001.2	643	643	643	643
ENSG00000115488.3	1143	1143	1143	1143
ENSG00000168918.14	5088	5088	5274	5277
ENSG00000289129.2	331	331	331	331
ENSG00000263941.2	281	281	281	281
ENSG00000085978.22	3101	3213	3313	3456
ENSG00000252010.1	276	276	276	276
ENSG00000251791.1	265	265	265	265
ENSG00000130561.17	1596	1596	1596	1596
ENSG00000259793.1	2285	2285	2285	2285
ENSG00000077044.11	6268	6268	6308	6411
ENSG00000201013.1	113	113	113	113
ENSG00000085982.16	3939	4718	5695	6003
ENSG00000271639.1	1551	1551	1551	1551
ENSG00000228949.1	853	853	853	853
ENSG00000227846.1	849	849	849	849
ENSG00000242366.4	2409	2409	2409	2409
ENSG00000242515.6	2237	2237	2409	3158
ENSG00000234143.1	762	762	762	762
ENSG00000241119.2	2371	2371	2371	2371
ENSG00000244122.3	2371	2371	2371	2371
ENSG00000167165.19	1456	1128	2455	2840
ENSG00000224814.1	663	663	663	663
ENSG00000288705.1	2431	2431	2431	2431
ENSG00000244474.6	2431	2431	2431	2431
ENSG00000233445.1	544	544	544	544
ENSG00000288702.1	2431	2431	2431	2431
ENSG00000248114.1	730	730	730	730
ENSG00000227802.1	997	997	1266	1266
ENSG00000228445.1	866	866	866	866
ENSG00000248705.1	757	757	757	757
ENSG00000178836.6	708	708	728	1041
ENSG00000241635.8	2875	2875	3389	4446
ENSG00000185038.15	5337	5337	5350	5502
ENSG00000123485.12	3039	3027	3157	3189
ENSG00000224287.2	1750	1750	2032	2278
ENSG00000279809.1	1864	1864	1864	1864
ENSG00000144481.17	3140	3097	5646	5968
ENSG00000237581.1	594	594	594	594
ENSG00000286059.1	1653	1653	1653	1653
ENSG00000072080.11	940	940	1021	1044
ENSG00000279218.1	2232	2232	2232	2232
ENSG00000226442.2	287	287	287	287
ENSG00000261298.1	1152	1152	1201	1677
ENSG00000237784.1	356	356	356	356
ENSG00000288040.1	1529	1529	1529	1529
ENSG00000228162.2	860	860	1158	1534
ENSG00000231682.1	538	538	538	538
ENSG00000232690.1	311	311	311	311
ENSG00000188042.8	3939	3939	4013	4041
ENSG00000280744.1	331	331	331	331
ENSG00000278593.1	1748	1748	1748	1748
ENSG00000235726.7	1504	1458	1652	3345
ENSG00000130147.16	5141	5150	5231	5451
ENSG00000226542.1	691	691	691	691
ENSG00000231032.1	485	485	485	485
ENSG00000235293.1	663	663	663	663
ENSG00000157985.20	4507	3181	10889	12947
ENSG00000235529.2	696	696	696	696
ENSG00000222007.6	364	364	441	600
ENSG00000228499.1	132	132	132	132
ENSG00000238812.1	62	62	62	62
ENSG00000264676.2	262	262	262	262
ENSG00000207049.1	102	102	102	102
ENSG00000168505.7	1723	1723	2140	2177
ENSG00000233611.4	890	698	1756	3142
ENSG00000182177.15	2094	2094	2875	2993
ENSG00000200745.1	176	176	176	176
ENSG00000132321.17	3146	3155	3215	3348
ENSG00000270540.1	1543	1543	1543	1543
ENSG00000232893.1	489	489	489	489
ENSG00000231546.1	1232	1232	1232	1232
ENSG00000144476.6	2015	2015	2015	2015
ENSG00000232328.3	926	880	1338	2545
ENSG00000227252.2	3932	3990	4898	8467
ENSG00000202341.1	102	102	102	102
ENSG00000124835.2	2231	2231	2231	2231
ENSG00000198612.11	1962	1654	3438	3510
ENSG00000224844.1	669	669	669	669
ENSG00000224132.2	350	350	350	350
ENSG00000163359.17	7259	8628	10532	10690
ENSG00000222022.1	588	588	588	588
ENSG00000222032.2	570	570	600	879
ENSG00000115648.14	2569	2251	3744	4073
ENSG00000289261.1	1444	1444	1444	1444
ENSG00000277842.1	58	58	58	58
ENSG00000222449.1	106	106	106	106
ENSG00000071677.1	264	264	264	264
